text,label
"I believe Actually, Let's talk about my family I suppose",neutral
"Actually, Let's talk about my family I suppose!!",neutral
"Listen, I'm thinking about my day... you know?",neutral
"Listen, I'm thinking about my day......?",neutral
I think I hate my future it seems,negative
I hate my future it seems maybe,negative
"So, I need to discuss school from my perspective maybe",neutral
"I believe I mean, I'm thinking about my day I believe?!",neutral
"I mean, I'm thinking about my day I believe?! I think",neutral
"Actually, I'm upset about my day if you ask me I think",negative
"Actually, I'm upset about my day if you ask me!",negative
I'm really happy about my friends I think...?,positive
"Actually, You see, I'm really happy about my past??",positive
"You see, I'm really happy about my past???!",positive
Let's talk about work? I think,neutral
"I believe You see, I'm upset about my friends,",negative
"You see, I'm upset about my friends,!!",negative
"I believe Well, I'm excited for my past quite",positive
"Well, I'm excited for my past quite in my opinion",positive
"Well, I'm excited for my past quite...",positive
"Well, I need to discuss my job I suppose",neutral
"Honestly, To be honest, I'm really happy about work if you ask me ",positive
"Look, I love my family! you know?",positive
"Look, I love my family!...?",positive
"Hey, Let's talk about work really don't you think?",neutral
"Honestly, I'm excited for my family very",positive
"Look, I hate my friends quite don't you think?",negative
"So, I hate my family quite?!",negative
"In my experience, I'm excited for my future really!!",positive
"Honestly, Look, I need to discuss my day",neutral
"Look, I need to discuss my day don't you think?",neutral
I feel like Let's talk about my health if you ask me,neutral
"Honestly, To be honest, I'm disappointed with my health!",negative
"To be honest, I'm disappointed with my health! you know?",negative
"To be honest, I'm disappointed with my health!...",negative
"Honestly, Hey, I'm thinking about work in my opinion",neutral
"Hey, I'm thinking about work in my opinion you know?",neutral
"I feel like Hmm, I'm thinking about my day!!",neutral
"Maybe To be honest, I'm thinking about my friends as far as I can tell",neutral
"To be honest, I'm thinking about my friends as far as I can tell right?",neutral
"To be honest, I'm thinking about my friends as far as I can tell...",neutral
"You know what, I love my past!",positive
I think I'm disappointed with my job I believe?,negative
I'm disappointed with my job I believe? I think,negative
I'm disappointed with my job I believe?...,negative
I'm thinking about my past don't you think??! I think,neutral
"I believe Honestly, I love work actually",positive
"Honestly, I love work actually in my opinion",positive
"You know what, I'm really happy about my relationship!!!",positive
"I feel like Hmm, I need to discuss school,",neutral
"Hmm, I need to discuss school, in my opinion",neutral
"You know, I love my friends you know!!",positive
I love my friends you know!! you know?,positive
I love my friends you know!!!!,positive
I love my family wouldn't you say?! maybe,positive
I love my family wouldn't you say?!!!,positive
"You know what, I love my health right? I think",positive
"You know what, I love my health right?!!",positive
"I'm really happy about my relationship it seems,",positive
"Actually, I hate my relationship I believe...",negative
I hate my relationship I believe... you know?,negative
I hate my relationship I believe...?!,negative
"Hmm, Let's talk about my health  from my perspective",neutral
"Hmm, Let's talk about my health !!",neutral
"Hey, I'm thinking about work really",neutral
"Honestly, So, I love my friends in my opinion",positive
"So, I love my friends in my opinion!!",positive
"In my experience, I hate my past it seems?",negative
I hate my past it seems? from my perspective,negative
I hate my past it seems?!!,negative
"Hmm, I love my family I suppose? I think",positive
"Hmm, I love my family I suppose?...",positive
"You know, Hmm, I love my health right?,",positive
"Hmm, I love my health right?, don't you think?",positive
Maybe I'm upset about my day really ,negative
I'm upset about my day really  I think,negative
I'm upset about my day really ...,negative
I'm disappointed with my job from my perspective??,negative
"I think To be honest, I'm really happy about my family I suppose!!",positive
Maybe I hate my future I think,negative
I hate my future I think I think,negative
I'm upset about work? you know?,negative
"You know what, Let's talk about my day...!...",neutral
"To be honest, I hate my day you know?",negative
"To be honest, I hate my day?!",negative
"Look, I hate my health!!",negative
"Actually, I hate my past.",negative
I hate my past. in my opinion,negative
"Actually, Hey, I need to discuss work",neutral
"Hey, I need to discuss work maybe",neutral
"I think You see, I love my day it seems",positive
"You see, I love my day it seems maybe",positive
"Well, I need to discuss my past from my perspective in my opinion",neutral
"I think To be honest, Let's talk about school",neutral
"To be honest, Let's talk about school!!",neutral
"In my experience, Listen, I'm thinking about my relationship??",neutral
I'm thinking about my relationship wouldn't you say??!,neutral
"I believe Hey, I need to discuss my day very...!",neutral
"Hey, I need to discuss my day very...!?!",neutral
"You know, Let's talk about school I believe...!",neutral
Let's talk about school I believe...! right?,neutral
Let's talk about school I believe...!...,neutral
"I feel like So, I'm disappointed with my future",negative
Maybe I'm really happy about my job as far as I can tell...!,positive
I'm really happy about my job as far as I can tell...! in my opinion,positive
"I mean, I'm really happy about school in my opinion?!",positive
I love my health...! I think,positive
I love my health...!!,positive
"Hmm, I love my relationship quite from my perspective",positive
"Hmm, I love my relationship quite!!",positive
Let's talk about my past in my opinion you know?,neutral
Let's talk about my past in my opinion?!,neutral
"Honestly, I need to discuss my day I believe",neutral
I need to discuss my day I believe I think,neutral
I need to discuss my day I believe...,neutral
"In my experience, You know what, I love my health very?!",positive
"You know what, I love my health very?! don't you think?",positive
"Hey, I love school right?...",positive
Let's talk about my job really!!!!,neutral
I believe I'm really happy about my job from my perspective,positive
"Hey, I hate my past it seems",negative
