text,label
I'm nervous about my family right?! from my perspective,anxious
"You know what, I'm nervous about my job really...?",anxious
I think I'm really worried about my future very?,anxious
This makes me really mad my relationship in my opinion right?,angry
"I think Hey, I'm so excited about school.",happy
"Hey, I'm so excited about school. in my opinion",happy
"Listen, I'm really worried about my job quite? you know?",anxious
"So, I'm so frustrated with my job from my perspective!!",angry
"I'm so excited about work I think,...",happy
I wanted to talk about my relationship if you ask me!!,neutral
"Honestly, I'm really upset about school if you ask me",sad
I'm really upset about school if you ask me from my perspective,sad
"You know, I'm nervous about work,",anxious
"Honestly, I can't stop thinking about my future in my opinion!",anxious
I can't stop thinking about my future in my opinion! I think,anxious
"You know, Hey, I can't stop thinking about my day from my perspective",anxious
"Hey, I can't stop thinking about my day from my perspective!!",anxious
I'm so frustrated with my future I suppose don't you think?,angry
"In my experience, I mean, I'm really worried about my friends quite!",anxious
"I mean, I'm really worried about my friends quite! I think",anxious
"I mean, I'm really worried about my friends quite!!",anxious
"I think Listen, Everything is going well my family I think",happy
"Listen, Everything is going well my family I think...",happy
"I believe Well, Can we discuss school",neutral
"Well, Can we discuss school...?",neutral
"I believe You see, I'm just checking in my health from my perspective",neutral
"You see, I'm just checking in my health from my perspective...",neutral
"In my experience, To be honest, I'm just checking in work really",neutral
Can we discuss my future actually maybe,neutral
"Actually, I'm really worried about my family it seems...",anxious
I'm really worried about my family it seems...!!,anxious
"To be honest, I'm so excited about my day it seems!...?",happy
I wanted to talk about my past quite? right?,neutral
I wanted to talk about my past quite?...?,neutral
"In my experience, Well, I'm nervous about my friends if you ask me",anxious
"Well, I'm nervous about my friends if you ask me from my perspective",anxious
"You see, I'm feeling great today! work I think  from my perspective",happy
"I think So, This makes me really mad my health from my perspective",angry
"So, This makes me really mad my health from my perspective in my opinion",angry
I believe I wanted to talk about my future don't you think? ,neutral
"Actually, I wanted to talk about school if you ask me?!?!",neutral
"To be honest, I'm feeling great today! my friends...",happy
"You know, I'm just checking in my health from my perspective",neutral
I'm just checking in my health from my perspective from my perspective,neutral
"I feel like I mean, Can we discuss my job.",neutral
I'm just checking in my job I suppose!,neutral
"Actually, I can't stop crying work I think,",sad
"I can't stop crying work I think, you know?",sad
"I can't stop crying work I think,!",sad
"I think Well, I'm so frustrated with school in my opinion?",angry
"Well, I'm so frustrated with school in my opinion? I think",angry
"Well, I'm so frustrated with school in my opinion?...",angry
I believe Everything is going well my day quite...!,happy
Everything is going well my day quite...! I think,happy
Everything is going well my day quite...!...,happy
Everything is going well my family really maybe,happy
"Actually, You know what, This makes me really mad my job wouldn't you say? ",angry
I'm feeling down my job I suppose!!!,sad
I wanted to talk about work if you ask me?! in my opinion,neutral
I wanted to talk about work if you ask me?!!!,neutral
"Maybe Well, I can't believe my day you know?!",angry
I'm really worried about my future very maybe,anxious
"Well, This makes me really mad my past you know from my perspective",angry
"Well, This makes me really mad my past you know!",angry
"In my experience, You know what, I'm really worried about work really",anxious
"You know what, I'm really worried about work really you know?",anxious
"You know what, I'm really worried about work really!",anxious
"You know, I'm nervous about my past don't you think?...",anxious
I'm nervous about my past don't you think?... right?,anxious
I'm nervous about my past don't you think?...!,anxious
"To be honest, I can't stop crying my family...",sad
"Listen, I can't stop crying my day right?...",sad
"Hmm, I'm nervous about my job quite I think",anxious
"Well, I'm feeling great today! school don't you think?. in my opinion",happy
"To be honest, I can't believe my friends really...?",angry
I feel like Everything is going well work if you ask me,happy
I'm just checking in my future you know,neutral
I'm so excited about my health I believe,happy
"Hey, I'm just checking in my family right?...?",neutral
"In my experience, I mean, I'm just checking in my family I believe",neutral
I think I'm nervous about my friends quite??,anxious
I'm nervous about my friends quite?? right?,anxious
I'm nervous about my friends quite??!!,anxious
"Honestly, To be honest, I wanted to talk about my job right?...!",neutral
"To be honest, I wanted to talk about my job right?...! you know?",neutral
"To be honest, I wanted to talk about my job right?...!?!",neutral
"Look, I'm feeling great today! my day actually?? from my perspective",happy
"Look, I'm feeling great today! my day actually??...?",happy
"Listen, I'm so frustrated with my future, I think",angry
"Actually, Honestly, I can't believe my friends you know...",angry
I'm feeling great today! my health I believe?? you know?,happy
I'm feeling great today! my health I believe??...,happy
"To be honest, Everything is going well my day really",happy
I'm nervous about work I believe. from my perspective,anxious
"Look, I'm really upset about work from my perspective",sad
"So, I can't believe my day, don't you think?",angry
"So, I can't believe my day,?!",angry
"I think Look, This makes me really mad my job I think",angry
"I can't believe school, you know?",angry
"I can't believe school,!",angry
I wanted to talk about my future actually!,neutral
"Well, This makes me really mad my future quite don't you think?",angry
"Well, This makes me really mad my future quite!",angry
"I believe So, I can't believe my relationship if you ask me",angry
"So, I can't believe my relationship if you ask me...?",angry
I believe Everything is going well my relationship as far as I can tell...!,happy
Everything is going well my relationship as far as I can tell...! from my perspective,happy
Everything is going well my relationship as far as I can tell...!?!,happy
"I feel like Look, I'm just checking in my friends?",neutral
"Look, I'm just checking in my friends? right?",neutral
"Look, I'm just checking in my friends?...?",neutral
Maybe I can't stop thinking about my job don't you think?,anxious
"You know what, Can we discuss my future as far as I can tell you know?",neutral
